$,int,Skip,int,Skip,int,Skip,Skip,int,String,int,Array,int,int,int,int,int,int,int,int,Array,Array,Array,Array,Array,Array,int
,15104301,更木剑八,151043011,怪-,151043012,0,,15104301,cre_635_Skill_7,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104302,更木剑八,151043021,怪-,151043022,0,,15104302,cre_635_Skill_8,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104303,更木剑八,151043031,怪-,151043032,0,,15104303,cre_635_Skill_9,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104313,朽木白哉<卍解>普攻1,151043131,怪-千本樱普攻1<卍解>,151043132,怪-普攻1,远程3连,15104313,cre_637_Skill_1,,[15612001],,3,"[[15104313,15104314,15104315]]",1,1,2,5,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104314,朽木白哉<卍解>普攻2,151043141,怪-千本樱普攻2<卍解>,151043142,怪-普攻2,远程3连,15104314,cre_637_Skill_2,,[15612002],,0,,1,1,2,5,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104315,朽木白哉<卍解>普攻3,151043151,怪-千本樱普攻3<卍解>,151043152,怪-普攻3,远程3连,15104315,cre_637_Skill_3,,"[15612001,15612002]",,0,,1,1,2,5,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104316,朽木白哉<卍解>樱花斩无刀,151043161,怪-樱花斩<卍解>,151043162,怪-樱花斩无刀,,15104316,cre_637_Skill_4,,,,2,,1,1,2,5,20,,,"[219,228,236,244,260,276,292,309,325,341,358,374,390,406,422,447,471,496,520,544,569,593,626,658,691,723,764,804,853,902,959,1016,1081,1146,1219,1300,1381,1471,1568,1674,1788,1909,2039,2178,2332,2494,2665,2852,3047,3258,3486,3729,3989,4266,4558,4875,5208,5566,5948,6354,6784,7248,7735,8255,8808,9401,10026,10692,11408,12163,12968,13821,14731,15698,16721,17810,18964,20191,21491,22872]",,,,0
,15104317,朽木白哉<卍解>白雷,151043171,怪-白雷<卍解>,151043172,怪-白雷,,15104317,cre_637_Skill_5,,,,2,,1,1,1,5,9,,,"[375,389,403,417,444,472,500,528,556,583,611,639,667,694,722,764,806,847,889,931,972,1014,1069,1125,1181,1236,1306,1375,1458,1542,1639,1736,1847,1958,2083,2222,2361,2514,2681,2861,3056,3264,3486,3722,3986,4264,4556,4875,5208,5569,5958,6375,6819,7292,7792,8333,8903,9514,10167,10861,11597,12389,13222,14111,15056,16069,17139,18278,19500,20792,22167,23625,25181,26833,28583,30444,32417,34514,36736,39097]",,,,0
,15104318,朽木白哉<卍解>六丈光牢+无伤圈无刃,151043181,怪-六丈光牢改<卍解>,151043182,怪-六丈光牢改,,15104318,cre_637_Skill_6,15400801,"[15612003,15612004,15612005]",,3,,1,1,2,5,20,,,"[219,228,236,244,260,276,292,309,325,341,358,374,390,406,422,447,471,496,520,544,569,593,626,658,691,723,764,804,853,902,959,1016,1081,1146,1219,1300,1381,1471,1568,1674,1788,1909,2039,2178,2332,2494,2665,2852,3047,3258,3486,3729,3989,4266,4558,4875,5208,5566,5948,6354,6784,7248,7735,8255,8808,9401,10026,10692,11408,12163,12968,13821,14731,15698,16721,17810,18964,20191,21491,22872]",,,,0
,15104319,朽木白哉<卍解>白帝剑,151043191,怪-白帝剑<卍解>,151043192,怪-白帝剑,,15104319,cre_637_Skill_7,,,,2,,1,1,2,5,2,,,"[2194,2275,2356,2438,2600,2762,2925,3088,3250,3412,3575,3738,3900,4062,4225,4469,4712,4956,5200,5444,5688,5931,6256,6581,6906,7231,7638,8044,8531,9019,9588,10156,10806,11456,12188,13000,13812,14706,15681,16738,17875,19094,20394,21775,23319,24944,26650,28519,30469,32581,34856,37294,39894,42656,45581,48750,52081,55656,59475,63538,67844,72475,77350,82550,88075,94006,100262,106925,114075,121631,129675,138206,147306,156975,167212,178100,189638,201906,214906,228719]",,,,0
,15104320,朽木白哉<卍解>卍解,151043201,怪-朽木白哉<卍解>,151043202,怪-朽木白哉卍解,,15104320,cre_637_Skill_8,15400802,,,9,,1,1,2,5,1,,,"[3375,3500,3625,3750,4000,4250,4500,4750,5000,5250,5500,5750,6000,6250,6500,6875,7250,7625,8000,8375,8750,9125,9625,10125,10625,11125,11750,12375,13125,13875,14750,15625,16625,17625,18750,20000,21250,22625,24125,25750,27500,29375,31375,33500,35875,38375,41000,43875,46875,50125,53625,57375,61375,65625,70125,75000,80125,85625,91500,97750,104375,111500,119000,127000,135500,144625,154250,164500,175500,187125,199500,212625,226625,241500,257250,274000,291750,310625,330625,351875]",,,,0
,15104321,朽木白哉<卍解>樱花斩有刀,151043211,怪-樱花斩有刀<卍解>,151043212,怪-樱花斩有刀,,15104321,cre_637_Skill_9,,,,1,,1,1,2,5,20,,,"[219,228,236,244,260,276,292,309,325,341,358,374,390,406,422,447,471,496,520,544,569,593,626,658,691,723,764,804,853,902,959,1016,1081,1146,1219,1300,1381,1471,1568,1674,1788,1909,2039,2178,2332,2494,2665,2852,3047,3258,3486,3729,3989,4266,4558,4875,5208,5566,5948,6354,6784,7248,7735,8255,8808,9401,10026,10692,11408,12163,12968,13821,14731,15698,16721,17810,18964,20191,21491,22872]",,,,0
,15104322,山本元柳斎重国,151043221,怪-普攻1,151043222,普攻1,,15104322,cre_638_Skill_1,,,,1,"[[15104322,15104323,15104324,15104325]]",1,1,2,5,8,,,"[422,438,453,469,500,531,562,594,625,656,688,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3438,3672,3922,4188,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11438,12219,13047,13938,14875,15875,16938,18078,19281,20562,21938,23391,24938,26578,28328,30188,32156,34250,36469,38828,41328,43984]",,,,0
,15104323,山本元柳斎重国,151043231,怪-普攻2,151043232,普攻2,,15104323,cre_638_Skill_2,,,,0,,1,1,2,5,8,,,"[422,438,453,469,500,531,562,594,625,656,688,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3438,3672,3922,4188,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11438,12219,13047,13938,14875,15875,16938,18078,19281,20562,21938,23391,24938,26578,28328,30188,32156,34250,36469,38828,41328,43984]",,,,0
,15104324,山本元柳斎重国,151043241,怪-普攻3,151043242,普攻3,,15104324,cre_638_Skill_3,,,,0,,1,1,2,5,8,,,"[422,438,453,469,500,531,562,594,625,656,688,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3438,3672,3922,4188,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11438,12219,13047,13938,14875,15875,16938,18078,19281,20562,21938,23391,24938,26578,28328,30188,32156,34250,36469,38828,41328,43984]",,,,0
,15104325,山本元柳斎重国,151043251,怪-普攻4,151043252,普攻4,,15104325,cre_638_Skill_4,,,,0,,1,1,2,5,8,,,"[422,438,453,469,500,531,562,594,625,656,688,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3438,3672,3922,4188,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11438,12219,13047,13938,14875,15875,16938,18078,19281,20562,21938,23391,24938,26578,28328,30188,32156,34250,36469,38828,41328,43984]",,,,0
,15104326,山本元柳斎重国,151043261,怪-抚斩,151043262,抚斩,,15104326,cre_638_Skill_5,,,,2,,1,1,2,10,10,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15104327,山本元柳斎重国,151043271,怪-松明,151043272,松明,,15104327,cre_638_Skill_6,,[15612101],,3,,1,1,2,12,19,,,"[231,239,248,257,274,291,308,325,342,359,376,393,411,428,445,470,496,522,547,573,599,624,659,693,727,761,804,847,898,949,1009,1069,1138,1206,1283,1368,1454,1548,1651,1762,1882,2010,2147,2292,2455,2626,2805,3002,3207,3430,3669,3926,4199,4490,4798,5132,5482,5859,6261,6688,7141,7629,8142,8689,9271,9895,10554,11255,12008,12803,13650,14548,15506,16524,17601,18747,19962,21253,22622,24076]",,,,0
,15104328,山本元柳斎重国,151043281,怪-焱热地狱,151043282,焱热地狱,,15104328,cre_638_Skill_7,,,,2,,1,1,2,12,15,,,"[292,303,314,325,347,368,390,412,433,455,477,498,520,542,563,596,628,661,693,726,758,791,834,878,921,964,1018,1072,1138,1202,1278,1354,1441,1528,1625,1733,1842,1961,2091,2232,2383,2546,2719,2903,3109,3326,3553,3802,4062,4344,4648,4972,5319,5688,6078,6500,6944,7421,7930,8472,9046,9663,10313,11007,11743,12534,13368,14257,15210,16218,17290,18428,19641,20930,22295,23747,25285,26921,28654,30496]",,,,0
,15104329,山本元柳斎重国,151043291,怪-,151043292,0,,15104329,cre_638_Skill_8,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104330,山本元柳斎重国,151043301,怪-,151043302,0,,15104330,cre_638_Skill_9,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104331,东仙要,151043311,怪-清虫普攻1,151043312,0,,15104331,cre_639_Skill_1,,[15612201],,2,"[[15104331,15104332,15104333]]",1,1,1,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104332,东仙要,151043321,怪-清虫普攻2,151043322,0,,15104332,cre_639_Skill_2,,[15612201],,0,,1,1,1,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104333,东仙要,151043331,怪-清虫普攻3,151043332,0,,15104333,cre_639_Skill_3,,[15612201],,0,,1,1,1,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104334,东仙要,151043341,怪-清虫一式,151043342,0,,15104334,cre_639_Skill_4,,,,2,,1,1,2,9,7,,,"[482,500,518,536,571,607,643,679,714,750,786,821,857,893,929,982,1036,1089,1143,1196,1250,1304,1375,1446,1518,1589,1679,1768,1875,1982,2107,2232,2375,2518,2679,2857,3036,3232,3446,3679,3929,4196,4482,4786,5125,5482,5857,6268,6696,7161,7661,8196,8768,9375,10018,10714,11446,12232,13071,13964,14911,15929,17000,18143,19357,20661,22036,23500,25071,26732,28500,30375,32375,34500,36750,39143,41679,44375,47232,50268]",,,,0
,15104335,东仙要,151043351,怪-红飞蝗,151043352,0,,15104335,cre_639_Skill_5,,,,2,,1,1,2,7,3,,,"[1125,1167,1208,1250,1333,1417,1500,1583,1667,1750,1833,1917,2000,2083,2167,2292,2417,2542,2667,2792,2917,3042,3208,3375,3542,3708,3917,4125,4375,4625,4917,5208,5542,5875,6250,6667,7083,7542,8042,8583,9167,9792,10458,11167,11958,12792,13667,14625,15625,16708,17875,19125,20458,21875,23375,25000,26708,28542,30500,32583,34792,37167,39667,42333,45167,48208,51417,54833,58500,62375,66500,70875,75542,80500,85750,91333,97250,103542,110208,117292]",,,,0
,15104336,东仙要,151043361,怪-超声冲击,151043362,0,,15104336,cre_639_Skill_6,,,,3,,1,1,2,10,19,,,"[231,239,248,257,274,291,308,325,342,359,376,393,411,428,445,470,496,522,547,573,599,624,659,693,727,761,804,847,898,949,1009,1069,1138,1206,1283,1368,1454,1548,1651,1762,1882,2010,2147,2292,2455,2626,2805,3002,3207,3430,3669,3926,4199,4490,4798,5132,5482,5859,6261,6688,7141,7629,8142,8689,9271,9895,10554,11255,12008,12803,13650,14548,15506,16524,17601,18747,19962,21253,22622,24076]",,,,0
,15104337,东仙要,151043371,怪-,151043372,0,,15104337,cre_639_Skill_7,,,,3,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104338,东仙要,151043381,怪-,151043382,0,,15104338,cre_639_Skill_8,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104339,东仙要,151043391,怪-,151043392,0,,15104339,cre_639_Skill_9,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104340,市丸银<卍解>,151043401,怪-,151043402,0,,15104340,cre_623_Skill_1,,,,1,,1,1,2,5,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,,,0
,15104341,市丸银<卍解>,151043411,怪-,151043412,0,,15104341,cre_623_Skill_2,,,,1,,1,1,2,5,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,,,0
,15104342,市丸银<卍解>,151043421,怪-,151043422,0,,15104342,cre_623_Skill_3,,,,1,,1,1,1,5,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,,,0
,15104343,市丸银<卍解>,151043431,怪-,151043432,0,,15104343,cre_623_Skill_4,,,,1,,1,1,2,5,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,,,0
,15104344,市丸银<卍解>,151043441,怪-,151043442,0,,15104344,cre_623_Skill_5,,,,1,,1,1,2,5,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,,,0
,15104345,市丸银<卍解>,151043451,怪-,151043452,0,,15104345,cre_623_Skill_6,,,,1,,1,1,2,5,5,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,,,0
,15104346,市丸银<卍解>,151043461,怪-,151043462,0,,15104346,cre_623_Skill_7,,,,1,,1,1,2,5,3,,,"[1125,1167,1208,1250,1333,1417,1500,1583,1667,1750,1833,1917,2000,2083,2167,2292,2417,2542,2667,2792,2917,3042,3208,3375,3542,3708,3917,4125,4375,4625,4917,5208,5542,5875,6250,6667,7083,7542,8042,8583,9167,9792,10458,11167,11958,12792,13667,14625,15625,16708,17875,19125,20458,21875,23375,25000,26708,28542,30500,32583,34792,37167,39667,42333,45167,48208,51417,54833,58500,62375,66500,70875,75542,80500,85750,91333,97250,103542,110208,117292]",,,,0
